item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender
,Abednico Bhebhe,Q1146616,MDC-T,,Nkayi South,,,male
,Abednico Ncube,Q1910161,ZANU PF,,Gwanda South,,,male
,Abigail Damasane,Q1910161,ZANU PF,,Matebeleland South,,,female
,Adam Chimwamurombe,Q1910161,ZANU PF,,Chipinge West,,,male
,Albert Mhlanga,Q1146616,MDC-T,,Pumula,,,male
,Aldrin Musiiwa,Q1910161,ZANU PF,,Chakari,,,male
,Alexio Musundire,Q1146616,MDC-T,,Zengeza East,,,male
,Alfred Mufunga,Q1910161,ZANU PF,,Muzarabani North,,,male
Q4741842,Ambrose Mutinhiri,Q1910161,ZANU PF,,Marondera West,,,male
Q4747917,Amos Midzi,Q1910161,ZANU PF,,Epworth,,,male
,Anastancia Ndhlovu,Q1910161,ZANU PF,,Midlands,,,female
Q4757697,Andrew Langa,Q1910161,ZANU PF,,Insizo North,,,male
,Anele Ndebele,Q1146616,MDC-T,,Magwegwe,,,male
,Aqualina Katsande,Q1910161,ZANU PF,,Mudzi West,,,female
Q4795279,Arnold Tsunga,Q1146616,MDC-T,,Dangamvura-Chikanga,,,male
,Batsirayi Pemhenayi,Q1910161,ZANU PF,,Mutare North,,,male
,Bekithemba Mpofu,Q1910161,ZANU PF,,Hwange West,,,male
,Bekithemba Nyathi,Q1146616,MDC-T,,Pelandaba-Mpopoma,,,male
,Berta Chikwama,Q1910161,ZANU PF,,Gutu East,,,female
,Biata B. Nyamupinga,Q1910161,ZANU PF,,Goromonzi West,,,female
,Biggie J. Matiza,Q1910161,ZANU PF,,Murehwa South,,,male
,Blessed Runesu,Q1910161,ZANU PF,,Sanyati,,,male
,Cephas Sindi,Q1910161,ZANU PF,,Gokwe-Chireya,,,male
,Chenayimoyo D. Francis Nhema,Q1910161,ZANU PF,,Shurugwi North,,,male
,Christopher Chigumba,Q1910161,ZANU PF,,Chutungwiza South,,,male
,Christopher Chitindi,Q1910161,ZANU PF,,Muzarabani south,,,male
Q32534048,Christopher Kuruneri,Q1910161,ZANU PF,,Mt Darwin East,,,male
Q5107550,Christopher Mushohwe,Q1910161,ZANU PF,,Mutare West,,,male
Q43266691,Christopher Mutsvangwa,Q1910161,ZANU PF,,Norton,,,male
,Chriswell Mutematsaka,Q1910161,ZANU PF,,Guruve South,,,male
,Chuma K. Bhasikiti,Q1910161,ZANU PF,,Mwenezi East,,,male
,Clifford Sibanda,Q1910161,ZANU PF,,Bubi,,,male
,Costa Machingauta,Q1146616,MDC-T,,Budiriro,,,male
,Daniel M. Ncube,Q1910161,ZANU PF,,Zhombe,,,male
Q5218758,Daniel Shumba,Q1910161,ZANU PF,,Masvingo Urban,,,male
Q5231960,David Butau,Q1910161,ZANU PF,,Mbire,,,male
,David Chapfika,Q1910161,ZANU PF,,Mutoko South,,,male
,Davis Marapira,Q1910161,ZANU PF,,Masvingo North,,,male
,Denford Masiya,Q1910161,ZANU PF,,Chiredzi East,,,male
,Dextor T. Nduna,Q1910161,ZANU PF,,Chegutu West,,,male
Q5274292,Didymus Mutasa,Q1910161,ZANU PF,,Headlands,,,male
,Dingilizwe Tshuma,Q1146616,MDC-T,,EmaKhandeni-Entumbane,,,male
,Dorcas Sibanda,Q1146616,MDC-T,,Bulawayo Central,,,female
,Dorothy Mangami,Q1910161,ZANU PF,,Gokwe,,,female
,Dubeko Sibanda,Q1146616,MDC-T,,Binga North,,,male
,Edgar Chidavaenzi,Q1910161,ZANU PF,,Mazowe North,,,male
,Edgar Mbwembwe,Q1910161,ZANU PF,,Chikomba East,,,male
,Edmond Mhere,Q1910161,ZANU PF,,Masvingo Central,,,male
,Edson Gumbo,Q1910161,ZANU PF,,Gwanda Central,,,male
,Enock Porusingazi,Q1910161,ZANU PF,,Chipinge South,,,male
,Ephraim Gwanonodza,Q1910161,ZANU PF,,Chivi Central,,,male
,Epmarcus Kanhanga,Q1910161,ZANU PF,,Guruve North,,,male
,Erick Murai,Q1146616,MDC-T,,Highfield East,,,male
,Ezira Ruvai,Q1910161,ZANU PF,,Masvingo West,,,male
,Fani Phanuel Phiri,Q1910161,ZANU PF,,Kadoma Central,,,male
,Felix Mhona,Q1910161,ZANU PF,,Chikomba Central,,,male
Q16195944,Fortune Chasi,Q1910161,ZANU PF,,Mazowe South,,,male
,Francis Muchenje,Q1910161,ZANU PF,,Makoni North,,,male
,Francis Mukwangwariwa,Q1910161,ZANU PF,,Zvimba East,,,male
,Fred Moyo,Q1910161,ZANU PF,,Zvishavane-Runde,,,male
,Fungai J Majome,Q1146616,MDC-T,,Harare West,,,female
,Getrude Chibagu,Q1910161,ZANU PF,,Mashonaland central,,,female
,Getrude Hungwa,Q1910161,ZANU PF,,Mashonaland East,,,female
,Gift Chimanikire,Q1146616,MDC-T,,Southerton,,,male
,Gladys Mathe,Q1146616,MDC-T,,,,,female
,Godfrey Beremauro,Q1910161,ZANU PF,,Hurungwe Central,,,male
,Godfrey Gandawa,Q1910161,ZANU PF,,Magunje,,,male
,Godfrey N Malaba,Q1910161,ZANU PF,,Pumula,2015-06-17,,male
,Godfrey Sithole,Q1146616,MDC-T,,Chitungwiza North,,,male
Q5584672,Gorden Moyo,Q1146616,MDC-T,,Makokoba,,,male
,Harris Ncube,Q1910161,ZANU PF,,Redcliff,,,male
,Hazvineyi Z Makari,,unknown,,Epworth,2015-10-21,,
Q5927511,Hubert Nyanhongo,Q1910161,ZANU PF,,Nyanga North,,,male
Q16151660,Ignatius Chombo,Q1910161,ZANU PF,,Zvimba North,,,male
,Innocent Gonese,Q1146616,MDC-T,,Mutare Central,,,male
,Innocent Pedzisai,Q1910161,ZANU PF,,Chirumanzu,,,male
,Irene Zindi,Q1910161,ZANU PF,,Mutasa South,,,female
,Iris Chiratidzo Mabuwa,Q1910161,ZANU PF,,Mberengwa South,,,female
,Isaac Mackenzie,Q1910161,ZANU PF,,Kariba,,,male
Q58007739,Jacob Mudenda,Q1910161,ZANU PF,,,,,male
,Jaison Passade,Q1910161,ZANU PF,,Mt Pleasant,,,male
,James Maridadi,Q1146616,MDC-T,,Mabvuku-Tafara,,,male
,Jeffrey Runzirwai,Q1910161,ZANU PF,,Gokwe-Sesame,,,male
,Jeppy Jaboon,Q1910161,ZANU PF,,Bikita South,,,male
,John Holder,Q1910161,ZANU PF,,Zvishavane-Ngezi,,,male
Q981736,Joice Mujuru,Q1910161,ZANU PF,,Mt Darwin West,,,female
,Jonathan Samukange,Q327591,INDEPENDENT,,Mudzi South,,,male
Q6276249,Joram Gumbo,Q1910161,ZANU PF,,Mberengwa West,,,male
Q6282111,Joseph Chinotimba,Q1910161,ZANU PF,,Buhera South,,,male
Q6285211,Joseph Made,Q1910161,ZANU PF,,Non Constituency,,,male
,Joseph Mapiki,Q1910161,ZANU PF,,Shamva South,,,male
,Joseph Tshuma,Q1910161,ZANU PF,,Pelandaba-Mpopoma,2015-06-17,,male
,Josephat Madubeko,Q1910161,ZANU PF,,Vungu,,,male
,Josephine Value Chitembwe,Q1146616,MDC-T,,Harare,,,female
,Judith Muzhavazhe,Q1146616,MDC-T,,Masvingo,,,female
,Justice Mayor Wadyajena,Q1910161,ZANU PF,,Gokwe-Nembudziya,,,male
,Kalitso Gwanetsa,Q1910161,ZANU PF,,Chiredzi South,,,male
,Kazembe Kazembe,Q1910161,ZANU PF,,Mazowe West,,,male
,Kennedy Matimba,Q1910161,ZANU PF,,Bikita East,,,male
,Kenneth S. Musanhi,Q1910161,ZANU PF,,Bindura North,,,male
,Kindness Paradza,Q1910161,ZANU PF,,Makonde,,,male
,Kizito Chivamba,Q1910161,ZANU PF,,Chiwundura,,,male
,Kudzanayi Chipanga,Q1910161,ZANU PF,,Makoni West,,,male
,Ladislus Ndoro,Q1910161,ZANU PF,,Murehwa West,,,male
,Lamson Moyo,Q1910161,ZANU PF,,Mwenezi West,,,male
,Leonard Chikomba,Q1910161,ZANU PF,,Gokwe-Kabuyuni,,,male
,Lilian Zemura,Q1910161,ZANU PF,,Mashonaland East,,,female
,Lovemore Matuke,Q1910161,ZANU PF,,Gutu Central,,,male
,Lucia Matibenga,Q1146616,MDC-T,,Kuwadzana,,,female
,Luke Musamvu,Q1910161,ZANU PF,,Mutasa North,,,male
,Lungisani Nleya,Q1910161,ZANU PF,,Bulilima West,,,male
,Mabel Kaundikiza,Q1910161,ZANU PF,,Mashonaland East,,,female
,Mabel Matirangano Nkatazo,Q1910161,ZANU PF,,Mashonaland East,,,female
,Mable M. Chinomona,Q1910161,ZANU PF,,Mutoko North,,,female
,Madodana Sibanda,Q1910161,ZANU PF,,Gwanda North,,,male
,Mafios Vutete,Q1910161,ZANU PF,,Chivi South,,,male
,Maideyi Mpala,Q1146616,MDC-T,,Lobengula,2015-06-16,,female
,Makhosini Hlongwane,Q1910161,ZANU PF,,Mberengwa East,,,male
,Malach Nkomo,Q1910161,ZANU PF,,Insiza South,,,male
,Mandi M. Chimene,Q1910161,ZANU PF,,Makoni South,,,female
,Mapetere D. V. Mawere,Q1910161,ZANU PF,,Zaka West,,,male
,Margaret Matienga,Q1146616,MDC-T,,Sunningdale,,,female
,Martin Khumalo,Q1910161,ZANU PF,,Lupane West,,,male
,Masango Matambanadzo,Q1910161,ZANU PF,,Kwekwe Central,,,male
,Mathias S. Ndlovu,Q1910161,ZANU PF,,Bulilima East,,,male
,Mathias Tongofa,Q1910161,ZANU PF,,Chivi North,,,male
,Melenia Mahiya,Q1910161,ZANU PF,,Gokwe-Gumunyu,,,female
,Metrine Mdau,Q1910161,ZANU PF,,Beitbridge West,,,female
Q6828646,Michael Bimha,Q1910161,ZANU PF,,Chikomba West,,,male
,Michael Madanha,Q1910161,ZANU PF,,Wedza South,,,male
,Mike Gava,Q1910161,ZANU PF,,Mhondoro-Ngezi,,,male
,Miriam Makweya,Q1910161,ZANU PF,,Gokwe-Mapfungautsi,,,female
,Monica Chigudu,Q1910161,ZANU PF,,Masvingo,,,female
,Moses Manyengawana,Q1146616,MDC-T,,Highfield West,,,male
,Mthokozisi M. Mpofu,Q1910161,ZANU PF,,Silobela,,,male
,Mubvumbi Mawere,Q1910161,ZANU PF,,Mutoko East,,,male
Q6935586,Munacho Mutezo,Q1910161,ZANU PF,,Chimanimani West,,,male
,Munyaradzi Kereke,Q1910161,ZANU PF,,Bikita West,,,male
Q6938737,Murisi Zwizwai,Q1146616,MDC-T,,Harare Cental,,,male
Q16207702,Nelson Chamisa,Q1146616,MDC-T,,Kuwadzana East,,,male
,Never Khanye,Q1910161,ZANU PF,,Matobo North,,,male
,Newton Kachepa,Q1910161,ZANU PF,,Mudzi North,,,male
Q7025447,Nicholas Goche,Q1910161,ZANU PF,,Shamva North,,,male
,Nomathemba Ndlovu,Q1146616,MDC-T,,Matebeleland South,,,female
,Nomsa Jenifer Mlanga,Q1910161,ZANU PF,,Mashonaland West,,,female
,Noveti Muponora,Q1910161,ZANU PF,,Mt Darwin North,,,male
Q7070929,Nyasha Chikwinya,Q1910161,ZANU PF,,Mutare South,,,female
Q29588993,Obedingwa Mguni,Q1910161,ZANU PF,,Mangwe,,,male
,Oliver Mandipaka,Q1910161,ZANU PF,,Buhera West,,,male
,Omega S Hungwe,Q1910161,ZANU PF,,Dzivaresekwa,2015-06-17,,male
Q7095508,Oppah Muchinguri,Q1910161,ZANU PF,,Manicaland,,,female
,Owen Ncube,Q1910161,ZANU PF,,Gokwe-Kana,,,male
,Paradzai Chakona,Q1910161,ZANU PF,,Zaka Central,,,male
Q3369338,Patrick Chinamasa,Q1910161,ZANU PF,,Makoni Central,,,male
Q7149825,Paul Chimedza,Q1910161,ZANU PF,,Gutu South,,,male
,Paul Madzore,Q1146616,MDC-T,,Glen View South,,,male
,Paul Mavima,Q1910161,ZANU PF,,Gokwe-Sengwe,,,male
Q7155466,Paurina Mpariwa,Q1146616,MDC-T,,Mufakose,,,female
,Peter Haritatos,Q1910161,ZANU PF,,Muzvezve,,,male
,Peter Mataruse,Q1910161,ZANU PF,,Chinhoyi,,,male
,Petronella Kagonye,Q1910161,ZANU PF,,Goromonzi South,,,female
,Phelele Masuku,Q1146616,MDC-T,,Nketa,,,male
,Phineas Chiota,Q1910161,ZANU PF,,Seke,,,male
,Pius Madzinga,Q1910161,ZANU PF,,Glen View South,2015-06-16,,male
Q7245611,Priscilla Misihairabwi-Mushonga,Q15980776,MDC,,Matebeleland South,,,female
,Prosper Mutseyami,Q1146616,MDC-T,,Musikavanhu,,,male
,Psychology Mazivisa,Q1910161,ZANU PF,,Highfield West,2015-06-16,,male
,Ray Kaukonde,Q1910161,ZANU PF,,Marondera Central,,,male
,Raymore Machingura,Q1910161,ZANU PF,,Chipinge Central,,,male
,Reggie Moyo,Q1146616,MDC-T,,Luveve,,,male
Q7317489,Reuben Marumahoko,Q1910161,ZANU PF,,Hurungwe North,,,male
,Robert Mukwena,Q1910161,ZANU PF,,Chiredzi North,,,male
,Robson Mavenyengwa,Q1910161,ZANU PF,,Zaka North,,,male
,Ronald Muderedzwa,Q1910161,ZANU PF,,Buhera Central,,,male
,Roselyn Nkomo,Q1146616,MDC-T,,Tsholotsho North,,,female
,Rossy Mpofu,Q1910161,ZANU PF,,Matebeleland South,,,female
,Sabbina Mangwende,Q1910161,ZANU PF,,Harare,,,female
,Samson T. Mukanduri,Q1910161,ZANU PF,,Zaka East,,,male
,Samuel Sipepa,Q1146616,MDC-T,,Lobengula,,2013-07-31,male
Q7412813,Samuel Undenge,Q1910161,ZANU PF,,Chimanimani East,,,male
,Sarah Mahoka,Q1910161,ZANU PF,,Hurungwe East,,,female
Q7456035,Sesel Zvidzai,Q1146616,MDC-T,,Gweru Urban,,,male
,Settlement Chikwinya,Q1146616,MDC-T,,Mbizo,,,male
,Shadreck Mashayamombe,Q1910161,ZANU PF,,Harare South,,,male
,Simbaneuta Mudarikwa,Q1910161,ZANU PF,,Uzumba,,,male
,Simon Chidhakwa,Q1146616,MDC-T,,Zengeza West,,,male
,Simon Musanhu,Q1910161,ZANU PF,,Wedza North,,,male
,Sipho Dube,Q1146616,MDC-T,,Matebeleland South,,,female
,Sithemba Gumbo,Q1910161,ZANU PF,,Lupane East,,,female
Q16733535,Sithembiso Nyoni,Q1910161,ZANU PF,,Nkayi North,,,female
,Solomon Madzore,Q1146616,MDC-T,,Dzivarasekwa,,,male
,Soul Ncube,Q1910161,ZANU PF,,Matobo South,,,male
,Supa C. Mandiwanzira,Q1910161,ZANU PF,,Nyanga South,,,male
Q7660812,Sylvester Nguni,Q1910161,ZANU PF,,Mhondoro-Mubaira,,,male
,Tabetha Kanengoni-Malinga,Q1910161,ZANU PF,,Mazowe Central,,,female
,Tapiwa Mashakada,Q1146616,MDC-T,,Hatfield,,,male
,Tapiwanashe Matangaidze,Q1910161,ZANU PF,,Shurugwi South,,,male
,Tariro Mtingwende,Q1910161,ZANU PF,,Midlands,,,female
,Temba Mliswa,Q1910161,ZANU PF,,Hurungwe West,,,male
,Tendai Savanhu,Q1910161,ZANU PF,,Mbare,,,male
,Tendayi Makunde,Q1910161,ZANU PF,,Murehwa North,,,male
,Tendayi P. Zhanda,Q1910161,ZANU PF,,Goromonzi North,,,male
,Terence Mukupe,Q1910161,ZANU PF,,Harare East,2015-06-16,,male
,Teti Banda,Q1146616,MDC-T,,Harare,,,female
,Thabitha Khumalo,Q1146616,MDC-T,,Bulawayo East,,,female
Q7710066,Thamsanqa Mahlangu,Q1146616,MDC-T,,Nkulumane,,,male
,Thomas Maseko,Q1910161,ZANU PF,,Mhangura,,,male
,Tinashe Maduza,Q1910161,ZANU PF,,Kambuzuma,2015-06-16,,male
,Tionei Melody Dziva,Q1910161,ZANU PF,,,,,female
,Toendepi Matangira,Q1910161,ZANU PF,,Bindura South,,,male
,Tongai Muzenda,Q1910161,ZANU PF,,Gutu West,,,male
,Tongesai Mudambo,Q1910161,ZANU PF,,Harare North,,,male
,Tose Wesley Sansole,Q1146616,MDC-T,,Hwange East,,,male
,Trevor Saruwaka,Q1146616,MDC-T,,Mutasa Central,,,male
,Tshinga J Dube,Q1910161,ZANU PF,,Makokoba,2015-06-17,,male
,Tsitsi Gezi,Q1910161,ZANU PF,,Mashonaland West,,,female
,Unganai Tarusenga,Q1146616,MDC-T,,St Mary's,,,male
,Walter Chidhakwa,Q1910161,ZANU PF,,Zvimba South,,,male
,Walter Mzembi,Q1910161,ZANU PF,,Masvingo South,,,male
,Washington Masvaire,Q1910161,ZANU PF,,Maramba Pfungwe,,,male
,Webster Maondera,Q1146616,MDC-T,,Glen Norah,,,male
,Webster Shamu,Q1910161,ZANU PF,,Chegutu East,,,male
,William M. Dhewa,Q1910161,ZANU PF,,Umzingwane,,,male
,William Mutomba,Q1910161,ZANU PF,,Buhera North,,,male
,Willias Madzimure,Q1146616,MDC-T,,Kambuzuma,,,male
,Win Busayi Mlambo,Q1910161,ZANU PF,,Chipinge East,,,male
,Wonder Mashange,Q1910161,ZANU PF,,Rushinga,,,male
,Zenzo Sibanda,Q1910161,ZANU PF,,Tsholotsho South,,,male
,Ziyambi Ziyambi,Q1910161,ZANU PF,,Zvimba West,,,male
